2D,3D,4D,answer,type
"In rectangle ABCD, let O be the intersection point of diagonals AC and BD. Are points A, O, and C collinear?","In rectangular solid ABCD-EFGH, let O be the center of the solid. Are points A, O, C, and G coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let O be the center of the tesseract. Are points A, O, C, G, and O cohyperplanar?",A,3
"Let A and B be endpoints of a chord of circle O. Are points A, O, and B collinear?","Let A and B be points on sphere O. Are points A, O, B, and C coplanar, where C is any point on line AB?","Let A and B be points on 3-sphere O. Are points A, O, B, C, and D cohyperplanar, where C and D are any points in a 2-plane containing line AB?",C,3
Line t is tangent to circle O at point T. What is the relationship between line t and line OT?,Plane T is tangent to sphere O at point U. What is the relationship between plane T and line OU?,3D hyperplane T is tangent to 3-sphere O at point V. What is the relationship between 3D hyperplane T and line OV?,B,1
"In triangle ABC, let M be the midpoint of AB. Does line CM intersect line AB?","In tetrahedron ABCD, let M be the centroid of face ABC. Does line DM intersect plane ABC?","In 5-cell ABCDE, let M be the centroid of 3D hyperplane ABCD. Does line EM intersect 3D hyperplane ABCD?",A,2
"In rectangle ABCD, do diagonals AC and BD intersect?","In rectangular solid ABCD-EFGH, do planes ACEG and BDFH intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ACEG-IKMO and BDFH-JLNP intersect?",A,2
Line r is tangent to circle O at point P. Does line OP intersect line r?,Plane R is tangent to sphere O at point P. Does line OP intersect plane R?,3D hyperplane R is tangent to 3-sphere O at point P. Does line OP intersect 3D hyperplane R?,A,2
Line d lies in the plane of circle O and passes through the center O. Does line d intersect circle O?,Plane D passes through the center O of sphere O. Does plane D intersect sphere O?,3D hyperplane D passes through the center O of the 3-sphere O. Does 3D hyperplane D intersect the 3-sphere O?,A,2
Line z lies in the plane of circle O and is tangent to circle O. Is line z not intersecting circle O?,Plane Z is tangent to sphere O. Is plane Z not intersecting sphere O?,3D hyperplane Z is tangent to the 3-sphere O. Is 3D hyperplane Z not intersecting the 3-sphere O?,C,2
Are the endpoints of a diameter of circle O and the center O collinear?,Are two antipodal points of sphere O and the center O coplanar?,"Are two antipodal points of 3-sphere O, the center O, and any point on line AB cohyperplanar, where A and B are antipodal?",A,3
"In rectangle ABCD, are points B, C, and D collinear?","In rectangular solid ABCD-EFGH, are points B, C, D, and E coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points B, C, D, E, and F cohyperplanar?",B,3
"In triangle ABC, let M be the midpoint of AB. Are points A, B, and M collinear?","In tetrahedron ABCD, let M be the midpoint of AB. Are points A, B, M, and C coplanar?","In 5-cell ABCDE, let M be the midpoint of AB. Are points A, B, M, C, and D cohyperplanar?",A,3
"Let A and B be endpoints of a chord of circle O, and let M be the midpoint of AB. Are points O, M, and A collinear?","Let A and B be points on sphere O, and let M be the midpoint of segment AB. Are points O, M, A, and B coplanar?","Let A and B be points on 3-sphere O, and let M be the midpoint of segment AB. Are points O, M, A, B, and C cohyperplanar, where C lies in the 2-plane through O, A, and B?",A,3
"Line c is a chord of circle O, and line m passes through its midpoint. What is the relationship between line m and line c?","Plane C cuts sphere O in a circle with center M, and plane N passes through M. What is the relationship between plane N and plane C?","3D hyperplane C cuts the 3-sphere O in a sphere with center M, and 3D hyperplane N passes through M. What is the relationship between 3D hyperplane N and 3D hyperplane C?",D,1
"In rectangle ABCD, do line BC and line AD intersect?","In rectangular solid ABCD-EFGH, do planes BCGF and ADHE intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes BCGF-JKNO and ADHE-ILPM intersect?",B,2
Line e lies in the plane of circle O and no other condition is given. Does line e intersect circle O?,Plane E is given relative to sphere O with no further condition. Does plane E intersect sphere O?,3D hyperplane E is given relative to the 3-sphere O with no further condition. Does 3D hyperplane E intersect the 3-sphere O?,C,2
"Are points A, B, and C collinear if they are vertices of triangle ABC?","Are points A, B, C, and D coplanar if they are vertices of tetrahedron ABCD?","Are points A, B, C, D, and E cohyperplanar if they are vertices of 5-cell ABCDE?",B,3
"In triangle ABC, let D be any point in the plane. What is the relationship between line AD and line BC?","In tetrahedron ABCD, let E be any point in space. What is the relationship between plane ADE and plane BCD?","In 5-cell ABCDE, let F and G be points in 4-space. What is the relationship between 3D hyperplane ADEF and 3D hyperplane BCDG?",D,1
"In rectangle ABCD, do lines AB and CD intersect?","In rectangular solid ABCD-EFGH, do planes ABEF and CDHG intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABEF-IJMN and CDHG-KLOP intersect?",B,2
"In triangle ABC, let M be the midpoint of BC. Does line AM intersect line BC?","In tetrahedron ABCD, let M be the centroid of face BCD. Does plane ADM intersect plane BCD?","In 5-cell ABCDE, let M be the centroid of 3D hyperplane BCDE. Does 3D hyperplane ADM E intersect 3D hyperplane BCDE?",A,2
Line m lies in the plane of circle O with no further condition. Does line m intersect circle O?,Plane M is given relative to sphere O with no further condition. Does plane M intersect sphere O?,3D hyperplane M is given relative to the 3-sphere O with no further condition. Does 3D hyperplane M intersect the 3-sphere O?,C,2
Line s lies in the plane of circle O and lies entirely outside circle O. Does line s intersect circle O?,Plane S lies entirely outside sphere O. Does plane S intersect sphere O?,3D hyperplane S lies entirely outside the 3-sphere O. Does 3D hyperplane S intersect the 3-sphere O?,B,2
"In triangle ABC, let M be the midpoint of AB. Are points A, M, and B collinear?","In tetrahedron ABCD, let M be the midpoint of AB. Are points A, M, B, and C coplanar?","In 5-cell ABCDE, let M be the midpoint of AB. Are points A, M, B, C, and D cohyperplanar?",A,3
"Let A and B be endpoints of a diameter of circle O. Are points A, O, and B collinear?","Let A and B be antipodal points of sphere O. Are points A, O, B, and C coplanar, where C is any point on line AB?","Let A and B be antipodal points of 3-sphere O. Are points A, O, B, C, and D cohyperplanar, where C and D lie in a 2-plane containing line AB?",A,3
"Let A and B be endpoints of a chord of circle O. Are points A, O, and B collinear?","Let A and B be points on sphere O. Are points A, O, B, and C coplanar, where C is any point not specified otherwise?","Let A and B be points on 3-sphere O. Are points A, O, B, C, and D cohyperplanar, where C and D are any points not specified otherwise?",C,3
"In rectangle ABCD, let O be the intersection point of diagonals AC and BD. Are points A, O, and C collinear?","In rectangular solid ABCD-EFGH, let O be the center of the solid. Are points A, O, C, and G coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let O be the center of the tesseract. Are points A, O, C, G, and M cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line AB and line BC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABEF and plane BCGF?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABEF-IJMN and 3D hyperplane BCGF-JKNO?",C,2
"Let A and B be endpoints of a chord of circle O, and let M be the midpoint of AB. What is the relationship between line OM and line AB?","Let A and B be points on sphere O, and let M be the midpoint of segment AB. What is the relationship between line OM and plane through AB perpendicular to line OM at M?","Let A and B be points on 3-sphere O, and let M be the midpoint of segment AB. What is the relationship between line OM and the 3D hyperplane through AB perpendicular to line OM at M?",B,1
"In triangle ABC, let D be the midpoint of BC. Are points B, D, and C collinear?","In tetrahedron ABCD, let E be the midpoint of edge BC. Are points B, E, C, and A coplanar?","In 5-cell ABCDE, let F be the midpoint of edge BC. Are points B, F, C, A, and D cohyperplanar?",A,3
"In triangle ABC, BE is an altitude to AC. Does line BE intersect line AC?","In tetrahedron ABCD, BE is an altitude to plane ACD. Does line BE intersect plane ACD?","In 5-cell ABCDE, BF is an altitude to 3D hyperplane ACDE. Does line BF intersect 3D hyperplane ACDE?",A,2
"In rectangle ABCD, are points A, B, and D collinear?","In rectangular solid ABCD-EFGH, are points A, B, D, and F coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, B, D, F, and K cohyperplanar?",B,3
"In rectangle ABCD, what is the relationship between line AC and line BD?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACEG and plane BDFH?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplanes ACEG-IKMO and BDFH-JLNP?",C,1
"In triangle ABC, let M be the midpoint of AB. What is the relationship between line CM and line AB?","In tetrahedron ABCD, let M be the centroid of face ABC. What is the relationship between line DM and plane ABC?","In 5-cell ABCDE, let M be the centroid of 3D hyperplane ABCD. What is the relationship between line EM and 3D hyperplane ABCD?",B,1
Line q lies in the plane of circle O and is disjoint from circle O. What is the relationship between line q and circle O?,Plane Q is disjoint from sphere O. What is the relationship between plane Q and sphere O?,3D hyperplane Q is disjoint from the 3-sphere O. What is the relationship between 3D hyperplane Q and the 3-sphere O?,B,2
Line s lies in the plane of circle O with no further condition. What is the relationship between line s and circle O?,Plane S is given relative to sphere O with no further condition. What is the relationship between plane S and sphere O?,3D hyperplane S is given relative to the 3-sphere O with no further condition. What is the relationship between 3D hyperplane S and the 3-sphere O?,C,2
"In rectangle ABCD, let O be the intersection point of diagonals AC and BD. Are points B, O, and D collinear?","In rectangular solid ABCD-EFGH, let O be the center of the solid. Are points B, O, D, and F coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let O be the center of the tesseract. Are points B, O, D, F, and J cohyperplanar?",A,3
"In triangle ABC, let P be any point in the plane. Are points A, B, and P collinear?","In tetrahedron ABCD, let P be any point in space. Are points A, B, C, and P coplanar?","In 5-cell ABCDE, let P be any point in 4-space. Are points A, B, C, D, and P cohyperplanar?",C,3
"In rectangle ABCD, what is the relationship between line AB and diagonal AC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABEF and plane ACEG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABEF-IJMN and 3D hyperplane ACEG-IKMO?",C,2
"In rectangle ABCD, what is the relationship between line AB and line BD?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABEF and plane BDFH?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABEF-IJMN and 3D hyperplane BDFH-JLNP?",C,1
"In triangle ABC, let D be the midpoint of BC. What is the relationship between line AD and line BC?","In tetrahedron ABCD, let E be the centroid of face BCD. What is the relationship between line AE and plane BCD?","In 5-cell ABCDE, let F be the centroid of 3D hyperplane BCDE. What is the relationship between line AF and 3D hyperplane BCDE?",C,2
"In triangle ABC, let D be the midpoint of AC. What is the relationship between line BD and line AC?","In tetrahedron ABCD, let E be the centroid of face ACD. What is the relationship between line BE and plane ACD?","In 5-cell ABCDE, let F be the centroid of 3D hyperplane ACDE. What is the relationship between line BF and 3D hyperplane ACDE?",A,2
Line l is tangent to circle O at point P. What is the relationship between line l and circle O?,Plane L is tangent to sphere O at point P. What is the relationship between plane L and sphere O?,3D hyperplane L is tangent to 3-sphere O at point P. What is the relationship between 3D hyperplane L and the 3-sphere O?,A,2
Line m lies in the plane of circle O and misses circle O. What is the relationship between line m and circle O?,Plane M is outside sphere O and does not meet it. What is the relationship between plane M and sphere O?,3D hyperplane M is outside the 3-sphere O and does not meet it. What is the relationship between 3D hyperplane M and the 3-sphere O?,B,2
Line n lies in the plane of circle O with no further condition. What is the relationship between line n and circle O?,Plane N is given relative to sphere O with no further condition. What is the relationship between plane N and sphere O?,3D hyperplane N is given relative to the 3-sphere O with no further condition. What is the relationship between 3D hyperplane N and the 3-sphere O?,C,2
"In triangle ABC, let D be any point in the plane. What is the relationship between line CD and line AB?","In tetrahedron ABCD, let E be any point in space. What is the relationship between plane CDE and plane ABD?","In 5-cell ABCDE, let F be any point in 4-space. What is the relationship between 3D hyperplane CDEF and 3D hyperplane ABDE?",D,1
